zpid,street,city,state,zipcode,bedroom,bathroom,sqft,zestimate,cluster,zestimate_norm
26832107,10754 Eden Roc Dr, Dallas,TX,75238,3,2.0,1707,333356,3,0.940553092258
96499715,2809 Pall Mall Ave, Dallas,TX,75241,0,0.0,0,396681,0,1.11922251644
96511140,2803 Pall Mall Ave, Dallas,TX,75241,0,0.0,0,396681,0,1.11922251644
2104411627,4044 Buena Vista St, Dallas,TX,75204,2,2.0,992,265257,3,0.748413982628
61869874,4241 Buena Vista St APT 6, Dallas,TX,75205,1,2.0,1105,247271,3,0.697667069666
26653359,18124 Peppy Pl, Dallas,TX,75252,4,4.0,3515,487135,0,1.37443553017
26859435,11335 Carissa Dr, Dallas,TX,75218,3,2.0,1164,234709,3,0.662223795974
26727169,909 Eli Ave, Dallas,TX,75211,2,1.0,820,107631,1,0.303677359558
26926540,5001 Bowser Ave # 104, Dallas,TX,75209,1,1.0,500,127304,1,0.359184088052
26877523,4235 Rust College Dr, Dallas,TX,75241,2,1.0,972,74186,1,0.209313381797
26889463,6215 Warm Mist Ln, Dallas,TX,75248,4,3.0,2880,510038,0,1.43905559843
26714105,2218 W 10th St, Dallas,TX,75208,3,2.0,1985,224123,1,0.632355741898
26678741,1515 Holly Ave, Dallas,TX,75204,2,1.0,1092,396681,0,1.11922251644
26892641,7109 Emory Oak Ln, Dallas,TX,75249,3,2.0,1564,116447,1,0.328551416306
26900331,5200 Keller Springs Rd APT 325, Dallas,TX,75248,2,2.0,1685,370677,0,1.04585307773
26699532,2300 Harding St, Dallas,TX,75215,3,1.0,1088,72197,1,0.203701483104
80223076,2932 Birmingham Ave, Dallas,TX,75215,3,2.0,1122,66070,1,0.18641435224
26863862,11602 Cotillion Dr, Dallas,TX,75228,3,2.0,2151,160520,1,0.452901949775
80228124,2931 Britton Dr, Dallas,TX,75216,3,2.0,1208,63807,1,0.180029371476
80220078,4142 Opal Ave, Dallas,TX,75216,3,2.0,1022,63302,1,0.17860453043
2097638246,3210 Carlisle St UNIT 9, Dallas,TX,75204,3,4.0,2306,564796,4,1.59355351125
26768348,1516 Glen Ave, Dallas,TX,75216,3,1.0,1124,63295,1,0.178584780158
26706729,6706 Lake Circle Dr, Dallas,TX,75214,4,4.0,4653,1521717,2,4.29347493338
26900094,6303 Club Lake Ct, Dallas,TX,75214,4,4.0,3369,744411,4,2.10033138135
26693401,4402 Rawlins St, Dallas,TX,75219,4,3.0,3579,836942,4,2.36140458291
26701095,2526 Loving Ave, Dallas,TX,75214,4,4.0,3392,1007865,2,2.84365825822
60331817,3535 Gillespie St APT 403, Dallas,TX,75219,3,3.0,2673,1098038,2,3.09807843962
2097639893,5118 Westgrove Dr # 5118, Dallas,TX,75248,2,3.0,2128,317354,3,0.895403970651
26757437,19 Royal Way, Dallas,TX,75229,3,4.0,3482,679894,4,1.91829876801
26859074,10818 Scotspring Ln, Dallas,TX,75218,4,3.0,3292,440102,0,1.24173345315
26698898,3833 W Beverly Dr, Dallas,TX,75209,3,2.0,1691,796109,4,2.24619560387
26881422,4746 Twin Post Rd, Dallas,TX,75244,4,4.0,3500,694101,4,1.9583833556
26876835,15914 Archwood Ln # 1015, Dallas,TX,75248,2,3.0,1385,160418,1,0.452614160099
26853492,710 Jadewood Dr, Dallas,TX,75232,3,1.0,984,63547,1,0.179295789947
26699542,2301 Macon St, Dallas,TX,75215,2,1.0,912,64366,1,0.181606571762
26699506,2233 Macon St, Dallas,TX,75215,2,1.0,1080,68017,1,0.191907749301
26699503,2221 Macon St, Dallas,TX,75215,1,1.0,792,64836,1,0.182932661448
26688639,3816 Jamaica St, Dallas,TX,75210,2,1.0,1044,67222,1,0.189664682705
26688323,3715 Frank St, Dallas,TX,75210,2,2.0,1335,77508,1,0.218686296556
26706395,6422 Bob O Link Dr, Dallas,TX,75214,4,3.0,3513,837593,4,2.3632413582
26767372,2421 Fordham Rd, Dallas,TX,75216,2,1.0,756,54159,1,0.152807853837
26767408,2637 Fordham Rd, Dallas,TX,75216,2,1.0,804,54415,1,0.153530149495
26756527,6466 Lavendale Ave, Dallas,TX,75230,4,2.0,2265,611281,4,1.72470942412
26757798,5959 Colhurst St, Dallas,TX,75230,0,0.0,0,396681,0,1.11922251644
53071083,6519 Garlinghouse Ln, Dallas,TX,75252,4,3.0,2432,343923,3,0.970367538453
26805529,3736 Pageant Pl, Dallas,TX,75244,4,2.0,2193,326025,3,0.919868914624
2097646815,3850 Mount Ranier St, Dallas,TX,75211,2,2.0,0,104803,1,0.295698249703
26728566,1609 Kyle Ave, Dallas,TX,75208,3,3.0,1709,368390,0,1.03940038174
26845069,7624 Mason Dells Dr, Dallas,TX,75230,4,4.0,3509,1056421,2,2.98065743012
26745898,10466 Dunaway Dr, Dallas,TX,75228,3,1.0,1162,128457,1,0.362437239984
26792258,8154 Astoria Dr, Dallas,TX,75227,3,2.0,1296,124672,1,0.351757985811
26856360,7831 San Jose Ave, Dallas,TX,75241,3,2.0,984,71323,1,0.201235520582
96504656,736 Elsbeth St, Dallas,TX,75208,4,4.0,2597,300268,3,0.847196378364
26678219,4322 Deere St, Dallas,TX,75204,2,2.5,2006,528623,4,1.49149257037
26867686,8050 Fair Oaks Ave, Dallas,TX,75231,3,4.0,2763,408858,0,1.15357952518
26869325,9643 Arborhill Dr, Dallas,TX,75243,4,3.0,2226,273315,3,0.771149367074
26861929,9742 Mill Valley Ln, Dallas,TX,75217,3,2.0,1322,70060,1,0.197672007234
26805041,4239 San Gabriel Dr, Dallas,TX,75229,3,3.0,2537,646255,4,1.82338742557
26852585,3014 Truxillo St, Dallas,TX,75228,3,2.0,1626,131530,1,0.371107609357
26897938,201 N Augusta St, Dallas,TX,75214,6,6.0,0,317792,3,0.89663977338
26923234,6318 Richmond Ave #1306, Dallas,TX,75214,2,2.0,1018,223910,1,0.631754769338
26744023,10919 Colbert Way, Dallas,TX,75218,3,3.0,2003,398075,0,1.12315564202
2097657370,10737 Park Village Pl, Dallas,TX,75230,2,2.0,1005,177838,1,0.501764122502
26791808,8148 Reva St, Dallas,TX,75227,3,1.0,1120,86588,1,0.244305220702
26878735,3544 Pacesetter Dr, Dallas,TX,75241,3,2.0,1036,56009,1,0.158027568558
26846750,1841 Swan Dr, Dallas,TX,75228,3,2.0,1377,202845,1,0.572320558199
2097658569,1038 Kings Hwy # 2, Dallas,TX,75208,2,3.0,1600,350219,3,0.98813149731
96512528,7317 La Flor Ln, Dallas,TX,75241,0,0.0,0,396681,0,1.11922251644
26865203,10415 Mapleridge Dr, Dallas,TX,75238,3,2.0,1851,390108,0,1.10067701111
26808610,3304 Townsend Dr, Dallas,TX,75229,3,2.0,2086,324409,3,0.915309423278
26769120,1506 Kessler Pkwy, Dallas,TX,75208,2,2.0,2310,495023,0,1.39669126516
2097662499,1052 County, Sargent,TX,77414,0,0.0,0,396681,0,1.11922251644
26703048,6303 Revere Pl, Dallas,TX,75214,5,5.0,5115,1237744,2,3.49225436657
26889319,6519 Brook Lake Dr, Dallas,TX,75248,3,3.0,2278,380398,0,1.07328056249
96492666,6806 Prairie Flower Trl, Dallas,TX,75227,4,3.0,2979,325824,3,0.919301799673
2107911362,8560 Park Ln, Dallas,TX,75231,3,2.0,1310,102706,1,0.289781632529
26760371,5709 Southwestern Blvd, Dallas,TX,75209,2,2.0,1650,652842,4,1.84197243144
26780467,3426 Mapleleaf Ln, Dallas,TX,75233,3,2.0,1818,217978,1,0.61501782462
26871766,14951 Knollview Dr, Dallas,TX,75248,5,4.0,3261,353434,3,0.997202515056
26831384,10266 Casa View Dr, Dallas,TX,75228,3,1.0,1144,215083,1,0.606849676448
96499893,2103 Hulse Blvd, Dallas,TX,75203,0,0.0,0,396681,0,1.11922251644
2125944768,5215 Vickery Blvd, Dallas,TX,75206,4,4.0,3400,709001,4,2.00042322011
26859853,13861 Leinsper Green St, Dallas,TX,75240,3,3.0,1650,169356,1,0.477832435872
26926512,3922 Gilbert Ave APT 220, Dallas,TX,75219,2,3.0,1510,295640,3,0.834138627159
55827380,3401 Lee Pkwy APT 302, Dallas,TX,75219,2,2.0,2080,787895,4,2.22302007051
26779476,3809 Treeline Dr, Dallas,TX,75224,4,2.0,2052,201159,1,0.567563564134
26790130,3930 Gaspar Dr, Dallas,TX,75220,3,1.0,1038,335483,3,0.946554353454
67961790,3610 Gillespie St APT 11, Dallas,TX,75219,3,4.0,2465,489728,0,1.38175159519
26697318,5218 Denton Dr, Dallas,TX,75235,3,2.0,1672,428173,0,1.20807616833
26828819,5943 Willow Ln, Dallas,TX,75230,4,5.0,4502,1082042,2,3.05294624681
26793436,7304 Piedmont Dr, Dallas,TX,75227,3,2.0,1736,129321,1,0.364874987832
26761958,2130 Roanoke Ave, Dallas,TX,75235,2,1.5,1579,184517,1,0.520608703381
2097669476,2502-00000 Live Oak St # 331, Dallas,TX,75204,2,2.0,1482,307311,3,0.867067973382
2097670123,"6127 Bandera Ave # ""D""", Dallas,TX,75225,2,2.0,1370,250364,3,0.706393868387
26876230,17320 Marianne Cir, Dallas,TX,75252,5,5.0,5028,1195278,2,3.37243793124
26873149,7216 Alto Caro Dr, Dallas,TX,75248,4,3.0,2011,346123,3,0.97657476677
26789027,3922 Park Ln, Dallas,TX,75220,3,2.0,1121,280844,3,0.792392195257
69675364,1122 Jackson St APT 217, Dallas,TX,75202,1,1.0,911,149847,1,0.422788428034
26929031,5200 Martel Ave APT 13C, Dallas,TX,75206,1,2.0,942,176049,1,0.496716517293
26743517,11706 Cimarec St, Dallas,TX,75218,3,2.0,1447,396681,0,1.11922251644
67951203,6311 Bryan Pkwy, Dallas,TX,75214,3,3.0,0,685190,4,1.93324125945
26734991,5510 W Hanover Ave, Dallas,TX,75209,4,5.0,4493,1327356,2,3.74509170474
26760941,4907 Elsby Ave, Dallas,TX,75209,3,2.0,1690,559572,4,1.57881416546
26734733,4914 Stanford Ave, Dallas,TX,75209,2,5.0,1172,571715,4,1.6130752443
26854740,9833 Broken Bow Rd, Dallas,TX,75238,4,3.0,2578,557658,4,1.57341387682
2097677436,2220A Canton St # 101A, Dallas,TX,75201,1,2.0,1732,351386,3,0.991424149786
26784781,6915 Kiva Ln, Dallas,TX,75227,4,3.0,2049,209342,1,0.590651632007
26708746,409 Sunset Ave, Dallas,TX,75208,3,1.0,1560,167728,1,0.473239086917
26912958,15015 Cypress Hills Dr, Dallas,TX,75248,3,2.0,2414,357605,3,1.00897085565
26828367,3320 S Ravinia Dr, Dallas,TX,75233,2,2.0,2636,267113,3,0.753650626154
26748485,6220 Chesley Ln, Dallas,TX,75214,4,3.0,2641,572787,4,1.61609985737
26874141,6802 Kingshollow Dr, Dallas,TX,75248,4,3.0,2419,480568,0,1.35590695365
26742391,10505 San Felipe Dr, Dallas,TX,75218,2,1.0,1000,119700,1,0.337729649814
26747207,519 Northlake Dr, Dallas,TX,75218,3,2.0,2054,550776,4,1.55399653806
26902766,1324 Waterside Dr, Dallas,TX,75218,3,3.0,2638,500337,0,1.41168454301
26702659,6203 Mercedes Ave, Dallas,TX,75214,5,7.0,4882,1582484,2,4.46492704391
26845730,3002 Shenstone Dr, Dallas,TX,75228,3,2.0,1524,104402,1,0.294566841268
26870773,6837 Cliffbrook Dr, Dallas,TX,75254,4,3.0,4297,844767,4,2.38348256545
2097680260,9743 E R L Thornton Fwy, Dallas,TX,75228,0,0.0,0,396681,0,1.11922251644
2097680432,26 Abbey Creek Way, Dallas,TX,75248,3,3.0,3690,644076,4,1.81723944806
26767524,2618 Hudspeth Ave, Dallas,TX,75216,3,1.0,807,51659,1,0.145754185294
26626491,18907 Waterway Rd, Dallas,TX,75287,3,2.0,2030,299991,3,0.84641483189
26870667,6506 Crestmere Dr, Dallas,TX,75254,5,4.0,3726,906120,4,2.55658805588
26747587,6247 Annapolis Ln, Dallas,TX,75214,4,2.0,2355,451096,0,1.27275266593
26726202,3318 Goldspier Dr, Dallas,TX,75215,3,2.0,1224,68597,1,0.193544200403
26698952,3930 Fairfax Ave, Dallas,TX,75209,3,3.0,2717,960337,4,2.70955955483
26698944,3814 Fairfax Ave, Dallas,TX,75209,2,3.0,2985,1159473,2,3.27141529038
26700917,7234 Casa Loma Ave, Dallas,TX,75214,3,2.0,1988,569172,4,1.60590025266
26915455,6317 Key Haven Dr, Dallas,TX,75236,3,2.0,1500,171290,1,0.483289153856
26828826,5724 Willow Ln, Dallas,TX,75230,4,4.0,2789,763713,4,2.15479134543
26871835,6810 Delmeta Dr, Dallas,TX,75248,4,4.0,3020,487482,0,1.37541457937
26843570,8832 Lanarkshire Dr, Dallas,TX,75238,3,2.0,1735,338786,3,0.955873660332
26756345,6428 Tulip Ln, Dallas,TX,75230,5,4.0,5496,1713802,2,4.83543650217
55826838,7018 Stone Meadow Dr, Dallas,TX,75230,3,4.0,4881,1464339,2,4.13158477593
2102837562,Cotillion, Dallas,TX,75228,3,2.0,1157,195879,1,0.552666216172
26637806,5308 Ventana Trl, Dallas,TX,75252,3,3.0,2459,331476,3,0.935248733514
2102115420,4704 Belmont Ave, Dallas,TX,75204,4,4.0,2754,455885,0,1.28626467339
26891219,7210 Boisenberry Ln, Dallas,TX,75249,3,2.0,1715,158195,1,0.446342038031
26734661,4431 Hopkins Ave, Dallas,TX,75209,3,2.0,1048,175216,1,0.494366234935
26731027,6421 Kenwood Ave, Dallas,TX,75214,2,1.0,1315,423284,0,1.19428201413
26751302,7803 Amherst Ave, Dallas,TX,75225,4,5.0,5049,1813425,2,5.11651955065
26858931,11028 Yorkspring Dr, Dallas,TX,75218,4,3.0,2083,431737,0,1.21813187821
26898983,4800 Northway Dr APT 20B, Dallas,TX,75206,2,2.0,1058,161333,1,0.455195802785
96498812,608 N Jim Miller Rd, Dallas,TX,75217,0,0.0,0,396681,0,1.11922251644
26694574,3618 Kenilworth St, Dallas,TX,75210,2,1.0,1204,66003,1,0.186225313924
26890032,6639 Kings Hollow Ct, Dallas,TX,75248,4,3.0,2721,454598,0,1.28263344483
53070055,7011 Mumford St, Dallas,TX,75252,4,3.0,3733,501850,0,1.41595342322
111959953,2526 Arroyo Ave, Dallas,TX,75219,0,0.0,0,396681,0,1.11922251644
26685445,620 Cristler Ave, Dallas,TX,75223,2,1.0,1064,168915,1,0.476588168741
26790245,9743 Mixon Dr, Dallas,TX,75220,3,1.0,1148,269932,3,0.761604342803
26882335,9442 Chimney Corner Ln, Dallas,TX,75243,3,2.0,1742,154108,1,0.434810700697
2097690922,10439 Sinclair Ave, Dallas,TX,75218,4,3.0,2193,437599,0,1.23467132021
26734146,4306 Bluffview Blvd, Dallas,TX,75209,0,0.0,0,396681,0,1.11922251644
26703439,6118 Martel Ave, Dallas,TX,75214,3,2.0,1942,476239,0,1.3436928212
26719844,303 S Ravinia Dr, Dallas,TX,75211,2,1.0,1700,193221,1,0.545166755778
69677055,1122 Jackson St APT 218, Dallas,TX,75202,1,1.0,1156,223841,1,0.631560088086
26743110,10548 Wyatt St, Dallas,TX,75218,4,3.0,2522,447786,0,1.26341360878
26711956,416 S Marlborough Ave, Dallas,TX,75208,2,1.0,1516,128546,1,0.362688350584
26850869,10923 Wallbrook Dr, Dallas,TX,75238,3,2.0,1438,219350,1,0.618888877917
26871349,7934 Roundrock Rd, Dallas,TX,75248,4,3.0,2724,424999,0,1.19912083075
26897922,2910 Woodside St, Dallas,TX,75204,2,4.0,1848,473896,0,1.33708212304
26732524,2347 Inca Dr, Dallas,TX,75216,4,3.0,3146,205304,1,0.579258546577
2102305277,4934 Zuma Ct, Dallas,TX,75206,3,4.0,1982,468110,0,1.32075711257
26748628,5021 Creighton Dr, Dallas,TX,75214,3,3.0,2172,563519,4,1.58995049735
26705557,6571 Patrick Dr, Dallas,TX,75214,4,3.0,2233,466322,0,1.31571232883
2104885552,5815 Phoenix Dr APT 8, Dallas,TX,75231,2,2.0,1285,187181,1,0.528125092579
2097694821,6723 B Eastridge Dr # 112, Dallas,TX,75231,2,1.5,1377,211369,1,0.596370746462
26609983,5902 Edinburgh Ct, Dallas,TX,75252,4,5.0,4002,660737,4,1.8642479167
96517139,6300 Shadow Ln, Dallas,TX,75236,0,0.0,0,396681,0,1.11922251644
26734261,4421 Wildwood Rd, Dallas,TX,75209,4,4.0,3919,1353777,2,3.81963769537
26767106,2339 Kathleen Ave, Dallas,TX,75216,4,2.0,1675,58260,1,0.164378691714
26680479,3417 S Harwood St, Dallas,TX,75215,0,0.0,0,396681,0,1.11922251644
26884046,2633 Dorrington Dr, Dallas,TX,75228,4,3.0,1956,287944,3,0.812424613917
26831358,10176 San Lorenzo Dr, Dallas,TX,75228,3,2.0,1244,219571,1,0.619512422216
26761584,9618 Forestridge Dr, Dallas,TX,75238,3,4.0,3000,583479,4,1.646266987
61871045,8413 Canvasback Ln, Dallas,TX,75249,3,2.0,1631,158246,1,0.446485932869
26929048,5200 Martel Ave APT 18D, Dallas,TX,75206,2,3.0,1151,227962,1,0.643187355312
26789753,3709 Durango Dr, Dallas,TX,75220,3,2.0,1552,230192,1,0.649479227652
26880373,4115 Myerwood Ln, Dallas,TX,75244,4,3.0,2789,488730,0,1.3789357707
26685977,611 N Glasgow Dr, Dallas,TX,75214,3,3.0,2075,405187,0,1.14322191829
26799827,8810 Milverton Dr, Dallas,TX,75217,5,2.0,1698,73353,1,0.206963099438
26761902,9323 Clearhurst Dr, Dallas,TX,75238,3,2.0,1652,436051,0,1.23030368865
26732258,5803 Ravendale Ln, Dallas,TX,75206,1,2.0,2000,401057,0,1.13156925786
26906178,10915 Gable Cir, Dallas,TX,75229,3,2.0,1383,158692,1,0.447744307337
26755652,6830 Meadow Rd, Dallas,TX,75230,4,4.0,3954,1197040,2,3.37740935683
26810030,3430 Saint Cloud Cir, Dallas,TX,75229,4,4.0,3276,460641,0,1.29968357243
26743456,11723 Cimarec St, Dallas,TX,75218,3,2.0,1704,345798,3,0.97565778986
26911257,12040 Excelsior Way, Dallas,TX,75230,3,2.0,2622,711483,4,2.00742610224
27292052,17812 Cypress Falls Dr, Dallas,TX,75287,4,3.5,3214,382771,0,1.07997590467
26692719,3629 Overbrook Dr, Dallas,TX,75205,4,3.0,4422,1630456,2,4.60027847883
26871781,6832 Heatherknoll Dr, Dallas,TX,75248,4,3.0,2612,419495,0,1.18359147409
26748793,6345 Town Hill Ln, Dallas,TX,75214,3,2.0,2114,460126,0,1.29823051671
26868991,9630 Atherton Dr, Dallas,TX,75243,4,3.0,3072,519153,4,1.46477327393
2097709132,3670 Miles St, Dallas,TX,75209,4,3.0,2431,566012,4,1.59698441562
26678246,2303 N Carroll Ave, Dallas,TX,75204,0,0.0,2580,422646,0,1.19248191792
125255658,8629 Thorbush Pl, Dallas,TX,75238,3,3.0,2826,511578,0,1.44340065825
2097710123,3816 Jamaica St, Dallas,TX,75210,2,1.0,1044,167162,1,0.471642136359
2097710305,2301 Macon St, Dallas,TX,75215,2,2.0,912,162274,1,0.457850803624
2097710889,2221 Macon St, Dallas,TX,75215,1,1.0,756,156789,1,0.442375054842
2097711589,2421 Fordham Rd, Dallas,TX,75216,2,1.0,756,131790,1,0.371841190885
2097711932,2637 Fordham Rd, Dallas,TX,75216,2,1.0,804,131898,1,0.372145909366
96505469,2053 Echo Lake Dr, Dallas,TX,75253,0,0.0,0,396681,0,1.11922251644
26884172,8323 Baumgarten Dr, Dallas,TX,75228,3,2.0,1822,252719,3,0.713038424154
26756864,5807 Royal Ln, Dallas,TX,75230,0,0.0,0,396681,0,1.11922251644
53389451,3641 Reagan St, Dallas,TX,75219,3,3.0,2230,563747,4,1.59059379193
53389958,12214 Park Bend Dr, Dallas,TX,75230,3,5.0,3778,1110756,2,3.13396186222
26632280,4219 Winding Way Ct, Dallas,TX,75287,3,2.0,2038,309892,3,0.874350180786
26880346,4055 Fawnhollow Dr, Dallas,TX,75244,4,3.0,3180,648908,4,1.83087277862
26900602,5200 Keller Springs Rd APT 1520, Dallas,TX,75248,2,2.0,2272,604756,4,1.70629934923
2120280125,2900 Mckinnon St APT 3002, Dallas,TX,75201,3,5.0,5081,701961,4,1.9805600895
26681209,3809 Spence St, Dallas,TX,75215,0,0.0,0,396681,0,1.11922251644
96492372,3614 Bertrand Ave, Dallas,TX,75210,0,0.0,0,396681,0,1.11922251644
96512489,3600 Reese Dr, Dallas,TX,75210,0,0.0,0,396681,0,1.11922251644
96508358,2403 Dathe St, Dallas,TX,75215,0,0.0,0,396681,0,1.11922251644
26679069,4725 Worth St, Dallas,TX,75246,3,3.0,2300,262698,3,0.741193847508
26808555,10517 Royal Club Ln, Dallas,TX,75229,4,2.0,2267,346253,3,0.976941557535
2115778208,9807 Walnut St, Dallas,TX,75243,2,2.0,1200,231181,3,0.652269658927
2097721334,2025 Woodall Rodgers Fwy UNIT 22, Dallas,TX,75201,2,3.0,2632,1353851,2,3.81984648396
26727079,618 Eli Ave, Dallas,TX,75211,3,1.5,1124,191351,1,0.539890611708
26694141,6107 Velasco Ave, Dallas,TX,75214,4,3.0,2220,674037,4,1.90177343334
26725302,1914 E Ledbetter Dr, Dallas,TX,75216,0,0.0,0,396681,0,1.11922251644
26790148,3937 Highgrove Dr, Dallas,TX,75220,4,3.0,2750,491382,0,1.38641830229
26869169,9362 Heatherdale Dr, Dallas,TX,75243,4,4.0,3046,453454,0,1.2794056861
2097724027,3809 Walden Dr, Mckinney,TX,75071,4,3.0,2866,412066,0,1.16263079265
26790372,3875 Clover Ln, Dallas,TX,75220,3,2.0,1356,318022,3,0.897288710886
26729651,1512 Elmwood Blvd, Dallas,TX,75224,2,2.0,1178,254756,3,0.718785753282
26706001,6606 Yosemite Ln, Dallas,TX,75214,3,2.0,1587,508599,0,1.43499550681
26910290,12408 Degas Ln, Dallas,TX,75230,4,5.0,4759,773237,4,2.18166300111
